EntityID,Entidad,DxSindromatico
1253,ALIANZA MEDELLIN ANTIOQUIA EPS SAS,DOLOR AGUDO
1372,ASMET SALUD CONTRIBUTIVO,FIEBRE TIFOIDEA
1442,UNION TEMPORAL TOLIHUILA,DERMATITIS INFECCIOSA
1456,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,URTICARIA ALERGICA
1513,NUEVA EPS,TRAUMA CON DOLOR TOLERABLE SIN COMPROMISO VASCULAR
1549,EPS FAMISANAR SAS,DOLOR LUMBAR SIN SINTOMAS ASOCIADOS
1731,MEDPLUS MEDICINA PREPAGADA,DOLOR LUMBAR SIN SINTOMAS ASOCIADOS
1746,CAPITALSALUD E.P.S - S S.A.S,DOLOR ABDOMINAL
1770,CAJACOPI ARS,MASTALGIA
1879,CAJACOPI EPS S.A.S,DOLOR TORAXICO
1915,DIRECCION DE SANIDAD MILITAR,DOLOR ABDOMINAL POSTQUIRURGICO
2090,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,PIROSIS
2114,ASMET SALUD CONTRIBUTIVO,DOLOR PUNZANTE  CEFALEA
2144,FIDUCIARIA CENTRAL,CEFALEA
2145,MEDPLUS MEDICINA PREPAGADA,CEFALEA
2180,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,SINCOPE O LIPOTIMIA
2197,CAPITALSALUD E.P.S - S S.A.S,SINDROME CONVULSIVO
2296,LIBERTY SEGUROS S.A.,HERIDA DE OTRA PARTE NO ESPECIFICADA
2368,LA EQUIDAD SEGUROS O.C,TRAUMATISMO CRANEOENCEFALICO
2369,COMPAÑIA  SURAMERICANA DE SEGUROS S.A.,AMENAZA DE PARTO PRETERMINO
2391,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,TRAUMATISMO CRANEOENCEFALICO
2467,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,LESION PENETRANTE TORAX
2482,E.P.S. SANITAS CONTRIBUTIVO.,TRAUMA GENITALES EXTERNOS HEMATOMA O LACERACION
2502,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,TRAUMA CON DOLOR TOLERABLE SIN COMPROMISO VASCULAR
2504,LIBERTY SEGUROS S.A.,TRAUMA CERRADO
2523,POSITIVA COMPAÑIA DE SEGUROS,LUXACIONES TORCEDURAS Y ESGUINCES MULTIPLES NO ESPECIFICADOS
2549,LA EQUIDAD SEGUROS O.C,FRACTURAS
2581,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,CONTUSIONES
2635,SEGUROS LA PREVISORA,HERIDA DEL ANTEBRAZO PARTE NO ESPECIFICADA
2682,EMSSANAR E.P.S S.A.S,TRAUMA EN CADERA CON DOLOR
2713,COMPAÑIA  SURAMERICANA DE SEGUROS S.A.,HERIDA DE LA PIERNA PARTE NO ESPECIFICADA
2766,EPS SURAMERICANA S.A.,TRAUMA CERRADO
2809,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,CUERPO EXTRAÑO EN OIDO
2813,EPS FAMISANAR SAS,CUERPO EXTRAÑO EN NARIZ
2877,DIRECCION DE SANIDAD MILITAR,PRURITO NO ESPECIFICADO
2895,ALIANSALUD EPS,HERIDA DE OTRA PARTE NO ESPECIFICADA
59,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,DOLOR ABDOMINAL CON DIARREA Y DHT
199,MEDPLUS MEDICINA PREPAGADA,DIARREA SIN COMPROMISO GENERAL
236,ASMET SALUD CONTRIBUTIVO,CELULITIS DE SITIO NO ESPECIFICADO
318,E.P.S. SANITAS CONTRIBUTIVO.,TRASTORNO DE LA UÑA NO ESPECIFICADO
447,E.P.S. SANITAS CONTRIBUTIVO.,ACCIDENTE  CEREBRO VASCULAR
452,NUEVA EPS,OTROS TRASTORNOS DE ANSIEDAD
518,E.P.S. SANITAS CONTRIBUTIVO.,PARESTESIAS ASOCIADAS A ANSIEDAD
539,ASMET SALUD CONTRIBUTIVO,ESQUIZOFRENIA CON SINTOMAS DE ALUCINACIONES
607,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,DOLOR TORAXICO
610,ASMET SALUD CONTRIBUTIVO,TRAUMA CERRADO
646,EPS FAMISANAR SAS,CEFALEA
690,MALLAMAS EPS,CONJUNTIVITIS
736,MALLAMAS EPS,TRAUMATISMO DEL OJO Y DE LA ORBITA
768,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,PERDIDA SUBITA DE VISION
848,E.P.S. SANITAS CONTRIBUTIVO.,SINCOPE
1025,MALLAMAS EPS,ARTRALGIAS
1069,PARTICULARES,CEFALEA Y FIEBRE
1072,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,AMIGDALITIS AGUDA
1163,COMPENSAR E.P.S CONTRIBUTIVO,CRISIS  ASMATICAS
1171,CAPITALSALUD E.P.S - S S.A.S,DOLOR TORACICO CON TOS Y FIEBRE
1296,EPS SURAMERICANA S.A.,ESTREÑIMIENTO
1337,E.P.S. SANITAS CONTRIBUTIVO.,"DERMATITIS DE CONTACTO, FORMA Y CAUSA NO ESPECIFICADAS"
1366,COSMITET LTDA IPS,CELULITIS DE SITIO NO ESPECIFICADO
1538,CAJACOPI EPS S.A.S,DOLOR LUMBAR CRONICO
1550,PIJAOSALUD EPS-I,CONTUSIONES
1555,SURAMERICANA SALUD,DOLOR LUMBAR SIN SINTOMAS ASOCIADOS
1587,E.P.S. SANITAS CONTRIBUTIVO.,ENFERMEDAD PELVICA INFLAMATORIA
1740,DIRECCION DE SANIDAD MILITAR,RETENCION URINARIA
1790,ASMET SALUD CONTRIBUTIVO,SECRECION TRANSVAGINAL FETIDA
1839,ASOCIACION INDIGENA DEL CAUCA AIC,DISNEA PACIENTE ANSIOSA
1860,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,DOLOR TORACICO CON LA INSPIRACION
1877,COMFENALCO  VALLE  SUBSIDIADO,SINDROME FEBRIL
1882,MEDPLUS MEDICINA PREPAGADA,DOLOR TORAXICO
1931,E.P.S. SANITAS CONTRIBUTIVO.,DOLOR ABDOMINAL POSTQUIRURGICO
1955,SECRETARIA DE SALUD DPTAL DEL HUILA,DOLOR ABDOMINAL EN MUJER SEXUALMENTE ACTIVA
1963,ASMET SALUD CONTRIBUTIVO,PRURITO VAGINAL O FLUJO
1977,ALIANSALUD EPS,DOLOR ABDOMINAL
2094,ASOCIACION MUTUAL SER EMPRESA SOLIDARIA DE SALUD EPS-S,SINDROME FEBRIL
2149,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,DOLOR SEVERO EN MAMAS  FIEBRE
2182,EMSSANAR E.P.S S.A.S,EPISODIO CONVULSION
2222,EMSSANAR E.P.S S.A.S,TRAUMATISMO CRANEOENCEFALICO
2264,SEGUROS COMERCIAL BOLIVAR SOAT,HERIDA DE OTRA PARTE NO ESPECIFICADA
2284,COMPENSAR E.P.S CONTRIBUTIVO,TRAUMA NASAL SIN DISNEA
2289,DIRECCION DE SANIDAD MILITAR,HERIDAS POR VIOLENCIA
2339,NUEVA EPS,FRACTURA DE HUESOS DEL CRANEO Y DE LA CARA
2411,POSITIVA COMPAÑIA DE SEGUROS,TRAUMATISMO CRANEOENCEFALICO
2441,UNION TEMPORAL TOLIHUILA,TRAUMA CERRADO DE TORAX SIN COMPROMISO GENERAL
2447,SEGUROS DEL ESTADO,DOLOR TORAXICO
2585,MUNDIAL DE SEGUROS,FRACTURA DE HUESOS LARGOS
2638,LIBERTY SEGUROS S.A.,FRACTURA ABIERTA CON SANGRADO O DOLOR
2683,DIRECCION DE SANIDAD MILITAR,TRAUMA EN CADERA CON DOLOR
2706,ASEGURADORA SOLIDARIA DE COLOMBIA,DOLOR AGUDO
2717,ASEGURADORA SOLIDARIA DE COLOMBIA,FRACTURA ABIERTA CON SANGRADO O DOLOR
2748,SEGUROS DE VIDA SURAMERICANA Y ARL SURA,TRAUMA CERRADO
2763,SEGUROS DEL ESTADO,HERIDA DE LA PIERNA PARTE NO ESPECIFICADA
2791,A.R.P. SEGUROS DE VIDA AXA COLPATRIA S.A.,DOLOR AGUDO
2792,POSITIVA COMPAÑIA DE SEGUROS,CUERPO EXTRAÑO EN EL OJO
2823,E.P.S. SANITAS CONTRIBUTIVO.,OTROS DOLORES ABDOMINALES Y LOS NO ESPECIFICADOS
2851,ASMET SALUD CONTRIBUTIVO,ENVENENAMIENTO ACCIDENTAL
49,DIRECCION DE SANIDAD MILITAR,DOLOR ABDOMINAL
115,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,DIARREA SIN COMPROMISO GENERAL
184,NUEVA EPS,EPISTAXIS + HTA + CEFALEA
185,MALLAMAS EPS,CEFALEA
188,ALLIANZ SEGUROS DE VIDA S.A,DOLOR ABDOMINAL
226,EMPRESA PROMOTORA DE SALUD ECOOPSOS EPS S.A.S,DOLOR ABDOMINAL CONSTANTE
278,UNION TEMPORAL TOLIHUILA,CEFALEA
292,MALLAMAS EPS,URTICARIA ALERGICA
299,E.P.S. SANITAS CONTRIBUTIVO.,DERMATITIS NO ESPECIFICADA
302,NUEVA EPS,SEPSIS
374,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,TOS SECA MALESTAR GENERAL FIEBRE
399,NUEVA EPS,LESIONES EN MUCOSA ORAL
446,MALLAMAS EPS,ANEMIA NUTRICIONAL
538,EMSSANAR E.P.S S.A.S,DEMENCIA NO ESPECIFICADA
543,NUEVA EPS,VERTIGO CON EMESIS
573,UNION TEMPORAL SALUD SUR2,TRASTORNO AFECTIVO BIPOLAR
591,EMSSANAR E.P.S S.A.S,CEFALEA
605,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,VOMITO SIN SANGRE
748,MALLAMAS EPS,CAMBIOS GRADUALES DE VISION NO SUBITOS
797,EPS SURAMERICANA S.A.,OTALGIA OTORREA Y FIEBRE
841,MALLAMAS EPS,VERTIGO SIN EMESIS
845,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,DOLOR TORACICO CON LA PALPACION
928,MALLAMAS EPS,AUSENCIA PULSO  PARO
946,NUEVA EPS,ENFERMEDAD PULMONAR
1062,ASOCIACION INDIGENA DEL CAUCA AIC,SINDROME FEBRIL
1090,SANITAS PREPAGADA,LARINGOTRAQUEITIS
1176,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,DISNEA CON TIRAJES  CIANOSIS
1248,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,VOMITO SIN SANGRE
1314,EPS FAMISANAR SAS,DOLOR ABDOMINAL SEVERO
1406,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,CELULITIS DE SITIO NO ESPECIFICADO
1437,ASMET SALUD CONTRIBUTIVO,DERMATITIS ATOPICA NO ESPECIFICADA
1536,ALLIANZ SEGUROS DE VIDA S.A,DOLOR LUMBAR IRRADIADO Y PARESTESIAS
1544,AXA COLPATRIA SEGUROS S.A.,ACCIDENTE DE TRANSITO
1562,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,DOLOR LUMBAR SIN SINTOMAS ASOCIADOS
1630,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,DOLOR TORACICO CON LA PALPACION
1687,SECRETARIA DE SALUD DPTAL DEL HUILA,SECRECION DE PUS URETRAL
1741,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,RETENCION URINARIA
1809,ASMET SALUD CONTRIBUTIVO,OTROS PROBLEMAS DE ALIMENTACION DEL RECIEN NACIDO
1875,SECRETARIA DE SALUD DPTAL DEL HUILA,DOLOR TORAXICO
1941,NUEVA EPS,MENSTRUACIONES IRREGULARES
1981,UT SERVISALUD SAN JOSE,DOLOR ABDOMINAL SEVERO
2053,ASMET SALUD CONTRIBUTIVO,VIOLENCIA DE GENERO
2072,EMSSANAR E.P.S S.A.S,SINDROME NEFRITICO
2160,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,SINCOPE O LIPOTIMIA
2201,COSMITET LTDA IPS,HEMATEMESIS MASIVA
2332,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,HERIDA DE OTRA PARTE NO ESPECIFICADA
2371,SEGUROS DEL ESTADO,TRAUMATISMO CRANEOENCEFALICO
2438,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,TRAUMA CERRADO DE TORAX SIN COMPROMISO GENERAL
2466,DIRECCION DE SANIDAD MILITAR,LESIONES POR VIOLENCIA
2489,E.P.S. SANITAS CONTRIBUTIVO.,HERIDAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL ABDOMEN
2574,AXA COLPATRIA SEGUROS S.A.,TRAUMA CON DOLOR TOLERABLE SIN COMPROMISO VASCULAR
2580,SEGUROS COMERCIAL BOLIVAR SOAT,TRAUMA CON DOLOR TOLERABLE SIN COMPROMISO VASCULAR
2736,MUNDIAL DE SEGUROS,FRACTURA ABIERTA CON SANGRADO O DOLOR
2762,EMSSANAR E.P.S S.A.S,HERIDA DE LA PIERNA PARTE NO ESPECIFICADA
2919,EPS FAMISANAR SAS,RECIEN NACIDO
6,EPS FAMISANAR SAS,EDEMA SIN TRAUMA
14,NUEVA EPS,SINDROME EMETICO
37,E.P.S. SANITAS CONTRIBUTIVO.,ARTRALGIAS  FIEBRE
106,ASMET SALUD CONTRIBUTIVO,DOLOR AGUDO
112,EPS FAMISANAR SAS,SINDROME EMETICO
232,UNION TEMPORAL TOLIHUILA,TOS CON EXPECTORACION Y FIEBRE
245,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,EDEMA SIN TRAUMA
293,MALLAMAS EPS,CELULITIS DE SITIO NO ESPECIFICADO
322,MALLAMAS EPS,PRURITO NO ESPECIFICADO
345,ASOCIACION INDIGENA DEL CAUCA AIC,DERMATITIS INFECCIOSA
359,E.P.S. SANITAS CONTRIBUTIVO.,TRAUMA CON DOLOR TOLERABLE SIN COMPROMISO VASCULAR
385,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,INFECCION VIAS URINARIAS
417,UNION TEMPORAL TOLIHUILA,ANEMIA POR DEFICIENCIA DE HIERRO
524,NUEVA EPS,DEMENCIA NO ESPECIFICADA
595,MALLAMAS EPS,INTENTO DE SUICIDIO
623,EPS FAMISANAR SAS,EPISODIO CONVULSION
626,FIDUCIARIA CENTRAL,SINDROME CONVULSIVO
634,PARTICULARES,CEFALEA
680,E.P.S. SANITAS CONTRIBUTIVO.,DOLOR DE ESPALDA
834,ASOCIACION INDIGENA DEL CAUCA AIC,VERTIGO CON EMESIS
907,E.P.S. SANITAS CONTRIBUTIVO.,ANGINA INESTABLE
950,ASOCIACION INDIGENA DEL CAUCA AIC,DISNEA SUBITA
953,NUEVA EPS,DOLOR TORACICO CON TOS Y FIEBRE
1089,NUEVA EPS,DISNEA CON TIRAJES  CIANOSIS
1135,ASMET SALUD CONTRIBUTIVO,DOLOR TORACICO CON LA PALPACION
1149,DIRECCION DE SANIDAD MILITAR,TOS CON EXPECTORACION Y FIEBRE
1229,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,CRISIS  ASMATICAS
1287,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,VOMITO SIN SANGRE
1291,MALLAMAS EPS,ESTREÑIMIENTO
1330,ASMET SALUD CONTRIBUTIVO,ULCERA PEPTICA
1342,EMSSANAR E.P.S S.A.S,ABSCESO PIEL
1481,UNION TEMPORAL TOLIHUILA,DOLOR CRONICO
1487,E.P.S. SANITAS CONTRIBUTIVO.,LUXACIONES TORCEDURAS Y ESGUINCES MULTIPLES NO ESPECIFICADOS
1583,LA EQUIDAD SEGUROS O.C,DOLOR LUMBAR IRRADIADO Y PARESTESIAS
1665,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,DOLOR SEVERO TIPO COLICO EN FLANCO + HEMATURIA
1676,DIRECCION DE SANIDAD MILITAR,DOLOR SEVERO TIPO COLICO EN FLANCO + HEMATURIA
1697,SANITAS PREPAGADA,"DISURIA, POLAQUIURIA, FIEBRE"
1716,ALIANSALUD EPS,INFECCION VIAS URINARIAS
1744,CAJACOPI ARS,"DISURIA, POLAQUIURIA, FIEBRE"
1757,SANITAS PREPAGADA,DOLOR CRONICO
1851,ASOCIACION INDIGENA DEL CAUCA AIC,DOLOR PRECORDIAL
2011,NUEVA EPS,CUERPO EXTRAÑO EN FARINGE ASOCIADO A DISNEA
2056,EPS FAMISANAR SAS,LESIONES POR VIOLENCIA
2113,EPS FAMILIAR DE COLOMBIA S.A.S.,CEFALEA
2192,E.P.S. SANITAS CONTRIBUTIVO.,SINDROME DE INFECCION AGUDA
2210,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,LESIONES POR VIOLENCIA
2268,CAJACOPI ARS,HERIDA DE LA CABEZA PARTE NO ESPECIFICADA
2306,ASEGURADORA SOLIDARIA DE COLOMBIA,ACCIDENTE DE TRANSITO
2316,COMPAÑIA  SURAMERICANA DE SEGUROS S.A.,CONTUSIONES
2361,ASOCIACION INDIGENA DEL CAUCA AIC,TRAUMATISMO DEL OJO Y DE LA ORBITA
2421,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,ACCIDENTE DE TRANSITO
2527,A.R.P. SEGUROS DE VIDA AXA COLPATRIA S.A.,TRAUMA CERRADO DE MANO Y PIE
2603,ASMET SALUD CONTRIBUTIVO,FRACTURAS MULTIPLES NO ESPECIFICADAS
2613,E.P.S. SANITAS CONTRIBUTIVO.,FRACTURA ABIERTA CON SANGRADO O DOLOR
2625,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,TRAUMA CERRADO DE MANO Y PIE
2660,SURAMERICANA SALUD,HERIDA DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL HOMBRO Y DEL BRAZO
2687,AXA COLPATRIA SEGUROS S.A.,TRAUMA EN CADERA CON DOLOR
2737,MALLAMAS EPS,FRACTURA DE HUESOS LARGOS
2903,FIDUCIARIA CENTRAL,INTENTO DE SUICIDIO
2924,MALLAMAS EPS,HEMORRAGIA SUBCONJUNTIVAL
43,MALLAMAS EPS,DOLOR ABDOMINAL INTERMITENTE
79,ASMET SALUD CONTRIBUTIVO,DOLOR ABDOMINAL INTERMITENTE
84,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,DOLOR ABDOMINAL CON DIARREA Y DHT
131,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,DOLOR ABDOMINAL
289,MALLAMAS EPS,DERMATITIS HERPETIFORME
305,ASMET SALUD CONTRIBUTIVO,AMIGDALITIS AGUDA
545,E.P.S. SANITAS CONTRIBUTIVO.,ESQUIZOFRENIA CON SINTOMAS DE ALUCINACIONES
776,SEGUROS LA PREVISORA,TRAUMA OCULAR QUIMICO O FISICO
820,EPS FAMISANAR SAS,OTALGIA OTORREA Y FIEBRE
944,MALLAMAS EPS,DISNEA MODERADA
996,E.P.S. SANITAS CONTRIBUTIVO.,ULCERA DE MIEMBRO INFERIOR NO CLASIFICADA EN OTRA PARTE
1037,SERV. OCCID. DE SALUD S.O.S.,CEFALEA Y FIEBRE
1051,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,VOMITO SIN SANGRE
1098,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,INSUFICIENCIA RESPIRATORIA AGUDA
1100,ASOCIACION INDIGENA DEL CAUCA AIC,ARTRALGIAS
1117,ASOCIACION INDIGENA DEL CAUCA AIC,TOS SECA MALESTAR GENERAL FIEBRE
1217,CAPITALSALUD E.P.S - S S.A.S,DISNEA PACIENTE CON EPOC
1331,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,SANGRADO RECTAL SIN COMPROMISO
1367,LA EQUIDAD SEGUROS O.C,CELULITIS DE SITIO NO ESPECIFICADO
1369,ASMET SALUD CONTRIBUTIVO,HERIDA DE LA MUÑECA Y DE LA MANO PARTE NO ESPECIFICADA
1374,PIJAOSALUD EPS-I,HERIDA DE OTRA PARTE NO ESPECIFICADA
1441,ASOCIACION INDIGENA DEL CAUCA AIC,DERMATITIS NO ESPECIFICADA
1474,E.P.S. SANITAS CONTRIBUTIVO.,ABSCESO DE LA GLANDULA DE BARTHOLINO
1593,MALLAMAS EPS,DOLOR EN DORSO LOCALIZADO
1629,COMPENSAR E.P.S CONTRIBUTIVO,DOLOR TORACICO CON LA PALPACION
1745,NUEVA EPS,PROLAPSO GENITAL
1747,ASMET SALUD CONTRIBUTIVO,RETENCION URINARIA AGUDA
1766,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,MASTALGIA
1781,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,BARTHOLINITIS
1795,NUEVA EPS,HEMORRAGIA UTERINA DISFUNCIONAL
1953,E.P.S. SANITAS CONTRIBUTIVO.,COLECISTITIS
1959,ASOCIACION DE CABILDOS INDIGENAS DEL CESAR DUSAKAWI,DOLOR ABDOMINAL SEVERO
1979,ECOPETROL,DOLOR ABDOMINAL CONSTANTE
1998,COMPENSAR E.P.S CONTRIBUTIVO,VOMITO SIN SANGRE
2034,ASOCIACION INDIGENA DEL CAUCA AIC,RETENCION URINARIA AGUDA
2178,UNION TEMPORAL TOLIHUILA,SINCOPE
2372,SEGUROS LA PREVISORA,FRACTURA DE HUESOS DEL CRANEO Y DE LA CARA
2403,AXA COLPATRIA SEGUROS S.A.,TRAUMA CERRADO
2426,E.P.S. SANITAS CONTRIBUTIVO.,HERIDA DE CUELLO PARTE NO ESPECIFICADA
2563,E.P.S. SANITAS CONTRIBUTIVO.,AMPUTACION TRAUMATICA
2583,PIJAOSALUD EPS-I,HERIDA DE LA MUÑECA Y DE LA MANO PARTE NO ESPECIFICADA
2593,MUNICIPIO DE PITALITO,HERIDAS POR VIOLENCIA
2668,SECRETARIA DE SALUD DPTAL DEL HUILA,TRAUMA PENETRANTE
2697,ASMET SALUD CONTRIBUTIVO,FRACTURA DE HUESOS LARGOS
2727,ASSIST-CARD DE COLOMBIA LTDA,HERIDA DE OTRA PARTE NO ESPECIFICADA
2758,UT SERVISALUD SAN JOSE,CONTUSIONES
2838,SURAMERICANA SALUD,QUEMADURAS
2849,EPS FAMISANAR SAS,INTENTO DE SUICIDIO
17,NUEVA EPS,DOLOR ABDOMINAL CON DIARREA Y DHT
41,ASOCIACION INDIGENA DEL CAUCA AIC,DIARREA SIN COMPROMISO GENERAL
138,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,SINDROME FEBRIL
140,EPS FAMISANAR SAS,URTICARIA ALERGICA
165,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,TOS SECA SIN COMPROMISO GENERAL
218,UNION TEMPORAL TOLIHUILA,DOLOR AGUDO
334,NUEVA EPS,PRURITO VAGINAL O FLUJO
401,SECRETARIA DE SALUD DPTAL DEL HUILA,FIBROADENOMA DE LA MAMA
404,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,DISNEA MODERADA
418,MALLAMAS EPS,ANEMIA POR DEFICIENCIA DE HIERRO
474,NUEVA EPS,ALTERACION VISUAL NO ESPECIFICADA
517,NUEVA EPS,PARESTESIAS ASOCIADAS A ANSIEDAD
590,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,EPISODIO DEPRESIVO
675,NUEVA EPS,TCE DEFICIT NEUROLOGICO GRAVE
704,A.R.P. SEGUROS DE VIDA AXA COLPATRIA S.A.,CONJUNTIVITIS AGUDA NO ESPECIFICADA
847,CAPITALSALUD E.P.S - S S.A.S,VERTIGO CON EMESIS
876,ASOCIACION INDIGENA DEL CAUCA AIC,FALLA CARDIACA DESCONPENSADA
987,UNION TEMPORAL TOLIHUILA,DOLOR MUSCULAR SIN OTROS SINTOMAS
993,ASMET SALUD CONTRIBUTIVO,ULCERA CRONICA DE LA PIEL NO CLASIFICADA EN OTRA PARTE
1000,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,MAREO
1047,DIRECCION DE SANIDAD MILITAR,RINORREA CONGESTION NASAL
1084,E.P.S. SANITAS CONTRIBUTIVO.,LARINGOTRAQUEITIS
1092,CAJACOPI EPS S.A.S,TOS SECA MALESTAR GENERAL FIEBRE
1108,NUEVA EPS,DERMATITIS ATOPICA NO ESPECIFICADA
1191,NUEVA EPS,HERIDA DE LA CABEZA PARTE NO ESPECIFICADA
1214,DIRECCION DE SANIDAD MILITAR,DISNEA PACIENTE CON EPOC
1275,POSITIVA COMPAÑIA DE SEGUROS,DOLOR ABDOMINAL
1281,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,HERNIA INGUINAL
1375,COMPAÑIA  SURAMERICANA DE SEGUROS S.A.,CELULITIS DE SITIO NO ESPECIFICADO
1404,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,EDEMA SIN TRAUMA
1451,SERV. OCCID. DE SALUD S.O.S.,URTICARIA ALERGICA
1548,UNION TEMPORAL TOLIHUILA,DOLOR LUMBAR SIN SINTOMAS ASOCIADOS
1563,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,DOLOR LUMBAR IRRADIADO Y PARESTESIAS
1626,COSMITET LTDA IPS,DOLOR NO ESPECIFICADO
1633,UNION TEMPORAL TOLIHUILA,DOLOR TORACICO CON LA PALPACION
1684,MALLAMAS EPS,INFECCION DE VIAS URINARIAS DURANTE EL EMBARAZO
1698,COMPENSAR E.P.S CONTRIBUTIVO,"DISURIA, POLAQUIURIA, FIEBRE"
1782,MALLAMAS EPS,BARTHOLINITIS
1803,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,RECIEN NACIDO
1819,ASMET SALUD CONTRIBUTIVO,PALPITACIONES CON PULSO IRREGULAR
1829,SEGUROS LA PREVISORA,TRAUMA CON DOLOR TOLERABLE SIN COMPROMISO VASCULAR
1974,E.P.S. SANITAS CONTRIBUTIVO.,PROLAPSO VAGINAL
2067,ASMET SALUD CONTRIBUTIVO,DISFONIA
2208,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,VERTIGO CON EMESIS
2342,E.P.S. SANITAS CONTRIBUTIVO.,TRAUMA NASAL SIN DISNEA
2354,COLMENA,TRAUMATISMO DEL OJO Y DE LA ORBITA
2370,COMPAÑIA  SURAMERICANA DE SEGUROS S.A.,TRAUMATISMO CRANEOENCEFALICO
2389,DIRECCION DE SANIDAD MILITAR,ACCIDENTE EN DOMICILIO
2420,UT SERVISALUD SAN JOSE,TRAUMA CERRADO
2434,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,TRAUMA CERRADO DE TORAX SIN COMPROMISO GENERAL
2464,EPS FAMISANAR SAS,LESION PENETRANTE TORAX
2526,CAJACOPI ARS,DOLOR NO ESPECIFICADO
2562,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,LUXACIONES TORCEDURAS Y ESGUINCES MULTIPLES NO ESPECIFICADOS
2714,MUNDIAL DE SEGUROS,EDEMA SIN TRAUMA
2738,NUEVA EPS,ESGUINCE
2749,SEGUROS GENERALES SURAMERICANA,ACCIDENTE DE TRANSITO
103,E.P.S. SANITAS CONTRIBUTIVO.,INFECCION VIAS URINARIAS
129,EMSSANAR E.P.S S.A.S,DOLOR ABDOMINAL CON DIARREA Y DHT
148,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,DOLOR ABDOMINAL CONSTANTE
258,EPS FAMISANAR SAS,DOLOR AGUDO
271,NUEVA EPS,DERMATITIS INFECCIOSA
332,SECRETARIA DE SALUD DPTAL DEL HUILA,VOMITO SIN SANGRE
466,NUEVA EPS,DISNEA PACIENTE CON EPOC
496,E.P.S. SANITAS CONTRIBUTIVO.,CEFALEA INTENSA MIGRAÑA
559,ASMET SALUD CONTRIBUTIVO,TRASTORNO MENTAL
